,Name,Club,Overall,Value,foot,SM,W/F,D/W,A/W,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,PAC,SHO,PAS,DRI,DEF,PHY
979,Dieumerci Mbokani,Royal Antwerp FC,78,6500000.0,0,3,3,2,1,52,77,78,75,72,75,68,57,58,82,69,67,78,74,66,77,73,72,82,69,68,38,85,74,76,86,35,36,28,8,6,9,10,12,68,76,66,77,40,76
980,Adil Rami,Fenerbahçe SK,78,4900000.0,0,2,3,1,1,36,45,74,64,39,56,43,55,66,67,41,52,50,73,53,70,76,63,91,41,78,75,24,44,48,73,77,78,74,5,3,5,5,3,47,48,53,59,76,81
981,Rafael Pereira da Silva,Olympique Lyonnais,78,9000000.0,0,4,3,1,0,77,53,64,77,59,80,77,51,70,78,82,77,79,80,83,72,82,77,73,62,85,79,79,72,58,76,73,77,77,14,7,6,12,8,79,60,74,79,75,77
983,Ben Mee,Burnley,78,8500000.0,1,2,3,0,1,57,36,78,57,29,59,45,31,63,62,60,61,63,75,67,60,91,72,82,39,82,79,40,60,42,74,78,79,78,15,7,12,10,14,61,42,57,62,79,80
987,Nathaniel Clyne,Liverpool,78,9000000.0,0,3,2,1,1,78,54,68,76,45,76,64,39,66,78,74,68,77,76,75,74,69,75,64,69,76,78,67,64,46,75,76,80,80,10,11,13,15,7,71,61,70,77,77,69
988,Benjamin Hübner,TSG 1899 Hoffenheim,78,8500000.0,1,2,2,0,1,47,20,84,57,45,58,40,42,49,63,52,54,43,77,48,52,61,61,80,22,76,79,41,51,50,71,81,83,79,16,8,7,8,16,53,31,51,58,81,74
989,Cristian Ansaldi,Torino,78,8000000.0,1,4,5,0,0,82,57,65,79,68,80,77,47,76,81,74,75,76,79,68,68,70,75,65,66,78,76,71,75,52,81,76,79,79,15,15,11,8,8,75,62,77,79,76,70
990,Adrien S. Perruchet Silva,AS Monaco,78,9500000.0,0,3,4,0,1,77,67,61,81,74,77,79,74,80,80,61,55,66,76,68,83,53,69,59,77,79,78,73,77,84,77,60,76,72,15,6,8,10,7,58,74,79,76,70,65
991,Gary Medel,Bologna,78,8000000.0,0,3,4,0,1,50,31,68,79,58,63,35,45,67,70,67,69,78,80,92,65,82,83,82,59,89,79,58,65,58,80,74,83,76,14,7,9,6,6,68,47,65,69,77,84
992,Michail Antonio,West Ham United,78,10000000.0,0,4,3,1,1,75,72,84,75,64,79,66,60,72,76,82,87,83,76,76,75,91,74,85,70,82,45,76,74,73,70,54,56,53,12,13,8,14,10,85,72,73,78,56,82
993,Manuel García Sánchez,Deportivo Alavés,78,6000000.0,1,2,3,0,1,65,69,70,79,45,70,55,56,78,76,34,53,60,78,66,76,76,76,74,68,88,79,75,77,71,74,75,81,75,8,14,9,7,11,44,69,73,71,77,77
994,Marco Sportiello,Atalanta,77,6500000.0,0,1,2,1,1,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,51,68,37,66,17,23,29,18,44,21,59,26,17,13,77,75,68,77,79,77,75,68,79,43,77
995,Gastón Pereiro,PSV,77,11500000.0,1,3,3,2,1,73,72,74,75,69,80,74,73,70,83,68,73,73,74,56,81,70,66,75,78,57,30,74,77,72,76,36,40,36,7,15,10,10,12,71,75,74,79,40,69
996,Unai Núñez Gestoso,Athletic Club de Bilbao,77,11500000.0,0,2,3,1,1,29,16,78,77,21,35,27,22,33,71,61,67,38,70,58,39,70,64,77,17,74,79,23,30,31,57,70,79,78,9,9,15,6,11,64,22,46,49,76,73
997,Neven Subotić,1. FC Union Berlin,77,7000000.0,0,2,3,1,1,47,29,81,55,32,39,33,58,66,52,47,53,52,77,49,81,73,68,78,47,81,76,48,44,43,75,80,81,80,6,5,10,8,6,50,45,52,47,80,76
998,Yohan Cabaye,AS Saint-Étienne,77,5000000.0,0,3,4,1,1,70,68,67,80,73,70,77,77,77,80,61,60,70,80,79,78,64,65,69,75,82,75,70,80,78,84,72,74,73,14,9,16,8,12,60,72,77,74,73,70
999,Iván Cuéllar Sacristán,CD Leganés,77,2400000.0,1,1,2,1,1,35,15,13,23,17,14,25,20,28,13,59,43,57,75,46,59,65,44,65,12,28,18,12,44,25,56,20,11,15,74,76,78,73,79,74,76,78,79,50,73
1000,Lisandro López,Boca Juniors,77,7500000.0,0,2,3,0,1,33,48,79,66,50,59,37,32,56,62,59,66,64,73,54,67,84,54,77,44,77,77,38,41,46,73,76,77,76,14,12,8,6,13,63,51,50,61,77,72
1001,Matthieu Dossevi,Toulouse Football Club,77,8000000.0,0,3,3,1,0,82,64,54,78,62,80,72,71,70,78,79,79,77,74,76,71,76,68,58,71,45,32,76,76,68,68,41,30,25,13,14,12,10,11,79,68,77,79,36,59
1002,Iván Ramis Barrios,SD Eibar,77,3300000.0,0,2,3,0,1,45,54,76,71,59,51,67,77,72,70,32,32,49,69,46,76,75,63,90,65,81,75,52,50,65,66,78,78,73,7,15,9,8,11,32,61,62,57,77,81
1003,Brian Fernández,Portland Timbers,77,12000000.0,0,3,4,1,0,66,78,66,76,64,77,73,65,67,76,90,87,90,74,86,83,82,74,61,70,51,24,80,72,60,74,25,26,22,9,10,16,7,13,88,76,71,78,29,63
1004,Marek Suchý,FC Augsburg,77,6500000.0,0,2,3,0,2,43,48,77,72,43,60,32,39,70,65,61,67,65,72,62,64,79,67,84,52,72,74,32,50,64,77,74,79,77,14,11,15,15,7,64,52,58,63,76,77
1005,Johnathan Aparecido Silva,Tianjin TEDA FC,77,9000000.0,0,4,5,2,0,63,78,78,68,70,75,72,57,54,74,80,79,75,69,66,79,80,85,77,76,63,31,75,62,58,67,46,31,26,12,15,13,13,7,79,76,63,74,40,76
1006,Davide Calabria,Milan,77,11000000.0,0,3,3,1,1,79,30,64,75,58,73,76,48,68,74,78,74,81,74,78,62,68,79,60,48,78,77,42,50,48,74,78,78,77,8,14,15,12,7,76,43,68,74,76,69
1007,Eljero Elia,Medipol Başakşehir FK,77,7000000.0,0,5,3,1,1,69,63,50,74,69,87,77,40,62,81,93,91,91,73,79,77,67,74,64,72,66,32,68,67,62,71,38,32,28,11,13,6,15,8,92,68,68,85,35,67
1008,Michael Esser,Hannover 96,77,5500000.0,0,1,3,1,1,10,8,25,39,9,15,14,17,35,17,32,48,30,72,28,48,67,37,82,19,40,30,6,48,23,53,20,15,16,77,74,64,75,82,77,74,64,82,41,75
1009,Danny Drinkwater,Burnley,77,8500000.0,0,3,4,1,1,64,60,61,80,69,75,72,69,83,77,63,55,67,76,76,77,52,72,65,71,74,74,71,76,53,77,69,75,73,12,6,8,9,12,59,66,76,75,71,68
1010,Yannick Gerhardt,VfL Wolfsburg,77,11000000.0,1,3,3,1,1,72,66,57,77,57,76,69,55,73,80,67,74,68,78,66,77,64,76,75,64,74,74,73,77,50,72,76,73,74,13,13,7,11,6,71,67,74,76,73,75
1011,Frank Acheampong,Tianjin TEDA FC,77,12000000.0,1,4,3,1,0,62,78,55,72,67,80,71,50,69,74,94,94,93,76,92,79,72,91,71,72,66,45,76,65,63,67,42,62,52,14,9,10,16,13,94,76,67,80,51,75
1012,Robin Knoche,VfL Wolfsburg,77,9500000.0,0,2,4,1,1,30,38,81,69,28,42,33,39,72,57,50,46,52,76,49,58,67,62,77,35,70,80,37,39,37,72,78,79,76,14,10,16,10,9,48,41,52,50,79,71
1013,Tobias Strobl,Borussia Mönchengladbach,77,7500000.0,0,2,3,1,1,51,30,69,74,35,59,44,45,79,58,51,55,48,77,44,79,70,73,78,62,83,80,55,66,47,73,81,79,77,11,8,8,16,12,53,49,66,58,79,77
1014,Donyell Malen,PSV,77,14000000.0,0,4,3,1,1,66,78,67,69,72,81,63,57,52,78,92,90,83,72,76,75,74,76,74,67,60,31,72,65,60,73,27,22,16,7,9,9,10,14,91,74,64,80,29,72
1015,Marcus Wendel Valle da Silva,Sporting CP,77,13000000.0,0,3,3,1,0,67,61,57,78,70,80,70,64,75,78,76,79,79,76,72,85,62,80,68,83,69,76,69,76,66,82,75,73,69,14,5,13,6,7,78,71,74,79,72,71
1016,Vadis Odjidja-Ofoe,KAA Gent,77,8000000.0,0,3,4,1,0,71,68,68,80,78,76,66,70,78,80,57,56,57,68,55,81,60,81,82,76,73,71,69,78,71,84,64,73,68,10,16,11,13,9,56,73,76,74,69,79
1017,Frank Fabra,Boca Juniors,77,7500000.0,1,3,3,1,0,78,60,67,75,33,80,66,34,63,76,85,87,85,72,76,67,86,88,74,57,74,72,74,69,55,80,68,75,76,7,15,13,9,7,86,60,70,79,72,78
1018,Graziano Pellè,Shandong Luneng TaiShan FC,77,5500000.0,0,3,4,2,0,44,74,90,74,79,61,56,40,60,77,40,51,32,82,37,80,78,76,91,66,85,25,84,76,79,76,21,33,33,15,12,14,13,9,46,75,64,63,34,85
1019,Fransérgio Rodrigues Barbosa,SC Braga,77,9000000.0,0,3,3,1,0,70,67,74,75,66,73,59,72,78,75,52,63,55,75,52,85,52,89,79,76,81,72,77,74,73,81,69,71,68,9,7,5,6,7,58,73,73,71,71,81
1020,Alan Kardec de Sousa Pereira Jr,Chongqing Dangdai Lifan FC SWM Team,77,8500000.0,0,3,3,2,1,68,78,82,67,67,70,56,69,58,73,74,72,68,75,63,78,80,79,79,74,53,33,78,59,69,67,26,29,24,7,16,12,10,9,73,76,64,71,34,74
1021,Fayçal Fajr,Getafe CF,77,8000000.0,0,3,4,1,0,77,71,49,80,62,78,82,78,81,79,65,61,74,74,72,76,35,70,67,78,70,72,69,76,72,63,67,71,68,15,12,14,15,6,63,73,79,77,68,67
1022,Borja Mayoral Moya,Levante UD,77,12500000.0,0,3,4,1,1,60,76,75,79,72,76,56,58,65,80,68,69,74,76,69,78,78,72,75,71,44,37,80,67,74,82,40,29,24,12,9,8,15,7,69,75,69,77,38,68
1023,Gustavo Bou,New England Revolution,77,9000000.0,0,4,4,2,1,69,77,74,71,70,77,66,71,61,77,78,78,74,74,75,80,77,79,75,73,52,39,78,71,71,78,19,22,21,6,6,15,16,7,78,76,69,76,30,72
1024,Antonio Sanabria,Genoa,77,12500000.0,0,4,4,1,0,67,78,78,75,67,78,73,64,63,79,75,76,74,74,75,75,76,67,75,65,32,21,79,73,69,76,50,20,15,8,14,9,14,13,76,74,71,78,35,64
1025,Emmanuel Boateng,Dalian YiFang FC,77,12500000.0,0,3,4,0,0,57,77,74,66,73,79,59,41,46,74,92,91,90,72,80,78,93,80,75,66,64,37,73,60,64,69,36,35,33,15,13,13,14,12,91,74,58,78,39,75
1026,Emre Akbaba,Galatasaray SK,77,10500000.0,1,4,3,1,0,71,70,62,76,68,76,76,74,77,77,73,77,76,73,69,77,58,83,61,75,64,51,77,78,75,74,57,55,45,14,11,6,11,8,75,73,75,76,55,67
1027,Maxime Lopez,Olympique de Marseille,77,12000000.0,0,4,3,1,1,76,66,62,82,65,78,75,73,77,75,76,69,85,77,93,63,66,73,42,72,75,68,69,78,68,74,66,66,59,7,14,13,11,6,72,67,78,79,65,58
1028,Mahmoud Hassan,Aston Villa,77,11000000.0,0,4,5,1,0,78,75,42,76,63,83,63,63,72,78,82,85,78,69,70,76,65,78,67,76,45,22,69,69,66,74,39,39,27,8,10,15,10,7,84,74,73,80,35,65
1029,Marko Livaja,AEK Athens,77,11000000.0,0,3,5,2,1,46,76,73,74,70,78,59,46,39,79,72,76,62,75,61,80,78,67,78,62,88,25,75,72,62,74,39,22,16,15,9,12,15,12,74,73,61,76,32,77
1030,Milton Casco,River Plate,77,6500000.0,0,3,4,1,0,77,64,65,74,58,77,70,58,67,74,83,88,85,75,83,83,80,90,70,71,81,74,74,70,55,75,69,72,74,15,8,13,12,6,86,69,72,77,71,78
1031,Adam Marušić,Lazio,77,9500000.0,0,3,4,1,0,78,66,72,75,68,78,72,48,68,77,85,88,65,76,67,81,80,77,78,77,71,73,73,72,58,72,72,71,72,8,9,7,10,10,87,71,72,76,72,76
1032,Sergio Reguilón Rodríguez,Sevilla FC,77,11500000.0,1,2,3,1,0,75,43,72,78,45,73,70,43,65,74,79,84,75,75,71,62,66,76,65,54,69,76,67,65,42,70,77,75,74,11,14,9,5,12,82,50,71,74,75,69
1033,Jack Butland,Stoke City,77,8500000.0,0,1,3,1,1,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,51,76,40,79,13,40,27,16,40,42,62,23,13,11,78,73,68,78,80,78,73,68,80,56,78
1034,David Brooks,Bournemouth,77,14000000.0,1,4,4,1,1,76,73,61,77,61,80,73,67,68,78,74,75,81,74,77,70,64,74,62,72,64,43,75,77,65,78,47,49,44,8,14,9,13,7,75,71,75,79,48,66
1035,Răzvan Marin,Ajax,77,11500000.0,0,4,4,1,0,76,68,55,78,73,75,78,76,81,77,70,68,73,73,70,84,65,79,66,78,71,71,74,76,76,72,65,66,62,11,14,6,8,8,69,74,78,75,65,70
1036,Lewis Cook,Bournemouth,77,12500000.0,0,3,4,1,1,67,61,50,79,57,78,66,65,79,79,72,68,77,75,84,66,68,76,61,65,78,69,68,76,61,74,64,72,68,6,15,12,15,13,70,63,75,78,66,69
1037,Pablo Pérez,Independiente,77,5000000.0,0,3,3,0,0,72,66,62,80,62,72,68,72,76,80,65,61,71,72,71,74,67,76,77,68,94,71,71,81,64,78,68,74,72,10,7,16,15,14,63,68,77,74,70,80
1038,Dominic Calvert-Lewin,Everton,77,12500000.0,0,3,3,1,0,65,70,81,70,65,76,59,54,44,76,82,86,72,75,64,77,87,80,81,63,73,34,77,64,72,69,38,31,23,12,12,8,7,11,84,70,63,75,38,79
1039,Gérson Adriano Gutierres Serra,Internacional,77,6500000.0,1,3,5,0,0,76,54,77,77,71,71,81,77,67,72,81,82,67,72,66,84,72,89,82,77,94,67,57,56,77,77,74,77,75,9,16,8,8,10,82,67,71,71,74,86
1040,Mario Pašalić,Atalanta,77,12500000.0,0,4,4,1,0,68,66,65,79,69,78,69,59,77,80,56,62,70,75,54,78,68,77,76,75,76,72,75,74,61,74,61,72,64,11,13,13,13,14,59,71,74,76,67,76
1041,M'Baye Niang,Stade Rennais FC,77,12000000.0,0,3,4,1,0,67,74,64,70,72,82,68,66,58,82,86,92,82,67,64,86,70,65,70,73,50,30,78,72,75,69,30,24,20,4,6,4,4,4,89,76,68,80,31,65
1042,Marvin Plattenhardt,Hertha BSC,77,9000000.0,1,3,2,1,1,87,43,60,78,54,75,87,89,69,77,69,73,68,77,73,79,72,75,74,55,64,72,67,65,61,68,76,78,77,15,6,15,13,16,71,55,77,75,74,72
1043,Angelo Ogbonna,West Ham United,77,6500000.0,1,2,3,1,1,51,25,77,68,30,61,51,36,67,59,53,62,54,70,53,68,74,63,80,46,72,80,33,50,39,69,76,81,80,5,3,5,4,4,58,39,58,60,79,74
1044,Rômulo Souza Orestes Caldeira,Brescia,77,7000000.0,0,4,2,1,1,79,60,56,78,57,79,77,76,74,79,83,73,82,72,86,75,65,88,64,69,70,74,74,72,77,80,67,74,72,5,7,14,5,12,78,66,76,79,70,71
1045,Emerson Palmieri dos Santos,Chelsea,77,10500000.0,1,3,3,1,0,78,51,60,75,51,79,53,71,66,80,83,79,75,77,76,80,67,74,57,77,69,78,72,57,55,72,76,74,73,8,15,8,7,14,81,63,69,79,74,64
1046,Nabil Bentaleb,FC Schalke 04,77,11500000.0,1,4,2,1,1,65,62,51,80,67,81,69,62,74,80,66,64,75,72,72,83,82,66,74,77,75,75,68,80,87,76,65,71,60,9,10,16,9,15,65,71,75,79,67,73
1048,Guido Burgstaller,FC Schalke 04,77,8500000.0,0,3,5,0,0,69,78,74,73,74,74,62,42,58,72,65,68,64,80,63,79,68,91,82,72,84,34,80,64,64,78,32,39,21,12,7,14,10,9,67,76,66,72,38,84
1049,Anaitz Arbilla Zabala,SD Eibar,77,5500000.0,0,2,4,0,1,75,40,73,74,48,63,75,82,75,76,51,65,58,75,67,84,78,70,76,72,84,80,57,57,47,65,68,78,77,14,8,15,13,9,59,57,71,67,75,76
1050,Ignacio Scocco,River Plate,77,4700000.0,0,4,4,1,0,65,79,55,73,79,81,81,79,67,82,72,73,78,75,75,82,68,54,70,79,71,33,81,72,78,80,37,30,28,14,12,14,6,12,73,80,71,80,35,66
1051,Luís Carlos Novo Neto,Sporting CP,77,6500000.0,0,2,3,1,1,42,33,80,72,40,49,52,43,77,48,57,59,69,78,61,42,79,72,73,37,76,78,44,46,47,72,80,77,78,10,15,13,15,8,58,37,59,53,79,74
1052,Nahitan Nández,Cagliari,77,12000000.0,0,3,3,0,0,57,66,57,78,50,73,46,52,69,76,76,77,81,81,81,74,77,92,78,65,87,79,75,72,55,80,77,79,73,8,8,14,5,15,77,67,68,76,76,83
1054,Andriy Pyatov,Shakhtar Donetsk,77,2400000.0,0,1,3,1,1,13,9,10,29,12,11,14,16,24,12,44,44,56,74,32,62,73,37,78,12,35,23,14,63,15,52,12,9,10,75,69,82,80,78,75,69,82,78,44,80
1055,Patrik Hrošovský,KRC Genk,77,10000000.0,0,3,3,0,0,77,67,62,78,65,76,68,68,77,76,73,70,77,74,83,68,74,86,58,70,68,74,66,77,66,75,69,71,69,13,14,9,6,12,71,68,76,76,70,68
1056,Claudemir Domingues de Souza,SC Braga,77,6500000.0,0,3,3,1,1,67,63,68,79,67,74,67,68,74,76,61,62,62,74,61,73,62,86,71,73,82,76,69,75,60,74,72,75,68,15,13,11,13,13,62,67,74,73,73,77
1057,Wilson Bruno Naval Costa Eduardo,SC Braga,77,9000000.0,0,4,3,1,0,75,76,66,73,84,78,82,71,63,78,77,80,73,77,68,83,68,70,69,80,59,24,78,73,82,80,25,33,23,13,12,11,9,11,79,79,72,77,31,67
1058,Jorge Meré Pérez,1. FC Köln,77,12000000.0,0,2,3,1,1,30,22,78,75,33,59,34,33,65,70,69,67,67,76,73,48,81,69,73,27,75,79,25,45,51,63,77,78,77,15,12,11,8,8,68,30,54,65,78,73
1059,Sergio León Limones,Levante UD,77,8500000.0,0,3,4,1,0,60,79,71,72,80,79,73,64,52,77,78,77,78,76,73,80,74,73,66,75,71,35,78,61,74,78,55,33,21,9,8,9,11,12,77,78,64,78,43,69
1060,Sergio Rico González,Paris Saint-Germain,77,8000000.0,0,1,3,1,1,17,14,11,28,15,14,24,20,26,12,48,46,62,74,43,58,63,36,52,12,27,19,11,53,24,60,16,11,11,77,74,77,74,80,77,74,77,80,47,74
1061,Yassine Bounou,Sevilla FC,77,7500000.0,1,1,3,1,1,15,14,14,39,13,20,12,19,44,12,37,34,38,77,29,56,48,43,69,19,25,12,10,60,24,57,20,18,15,75,77,75,75,76,75,77,75,76,35,75
1062,Emil Audero,Sampdoria,77,11500000.0,0,1,2,1,1,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,10,80,73,73,74,80,80,73,73,80,52,74
1063,Nathan Redmond,Southampton,77,11000000.0,0,4,3,1,0,74,69,33,73,55,82,69,65,61,79,87,82,90,69,88,80,42,71,50,75,38,30,75,73,57,68,23,26,30,12,14,16,6,10,84,71,71,82,27,52
1064,Eduardo Vargas,Tigres U.A.N.L.,77,8500000.0,0,4,4,2,1,69,76,65,72,81,81,72,58,66,78,84,76,86,77,72,77,77,76,65,74,60,25,76,73,70,73,34,45,36,13,13,10,8,10,80,76,70,80,39,67
1065,Jonathan Calleri,RCD Espanyol,77,11500000.0,0,4,2,1,0,56,77,82,67,71,75,62,38,59,76,70,71,72,78,76,79,82,74,71,72,69,37,80,67,76,74,55,39,32,11,12,8,8,6,71,76,62,75,47,72
1066,Simão Alvin Acunha Bardini,Atlético Mineiro,77,8000000.0,0,4,2,2,0,74,66,60,79,67,76,87,61,73,78,83,77,81,78,74,71,64,73,64,72,48,45,67,80,67,71,30,32,22,7,12,11,12,12,80,68,77,77,36,63
1068,Conor Coady,Wolverhampton Wanderers,77,9500000.0,0,2,3,0,2,63,51,72,79,56,62,58,57,80,75,46,48,48,78,54,68,73,78,74,64,72,80,50,74,60,78,80,77,72,8,15,10,12,8,47,58,73,65,78,75
1069,Lucas Ocampos,Sevilla FC,77,11500000.0,0,4,3,0,0,75,73,77,74,75,74,72,65,70,76,82,83,80,83,58,77,82,91,81,69,83,72,71,71,70,76,63,52,48,11,8,15,12,7,83,73,72,75,61,84
1070,Lucas Castro,Cagliari,77,8000000.0,0,4,3,0,0,78,58,58,80,67,80,76,68,76,82,73,69,76,73,78,77,63,69,65,74,65,72,75,77,68,75,52,70,70,6,7,9,15,5,71,67,78,80,64,66
1071,Vedad Ibišević,Hertha BSC,77,4700000.0,0,3,3,2,1,65,80,79,77,84,72,73,56,47,76,40,41,60,83,59,82,72,50,76,66,78,30,83,71,83,79,55,33,24,16,12,13,14,16,41,78,68,72,43,70
1072,Andreas Hugo Hoelgebaum Pereira,Manchester United,77,12000000.0,0,4,4,1,1,78,71,56,79,72,77,82,80,77,80,75,72,77,74,79,79,62,73,64,78,77,70,71,76,70,72,67,65,63,15,14,7,10,7,73,74,78,78,66,69
1073,Victor Sánchez Mata,RCD Espanyol,77,7500000.0,0,3,3,0,2,74,59,67,79,56,70,68,69,78,78,53,57,71,78,75,71,77,62,61,68,83,79,65,81,61,78,66,82,77,7,6,10,14,10,55,63,77,73,75,66
1074,Ricardo Centurión,Atlético de San Luis,77,10500000.0,0,4,3,1,0,68,72,61,68,60,83,68,73,66,77,91,89,89,74,88,68,60,86,57,70,63,38,67,74,67,75,28,37,38,7,6,7,11,8,90,70,69,82,37,66
1075,Klaas-Jan Huntelaar,Ajax,77,4099999.9999999995,0,2,3,1,1,63,85,76,68,80,62,72,66,44,72,52,54,58,78,62,78,76,48,78,72,77,27,84,66,62,79,32,33,23,7,12,6,9,11,53,80,63,65,35,70
1076,Luiz Felipe Ramos Marchi,Lazio,77,12500000.0,0,3,3,0,1,53,22,69,69,32,66,31,35,62,69,77,75,64,78,46,44,67,54,69,26,79,79,28,58,44,58,79,79,79,14,8,13,10,9,76,29,59,66,78,67
1077,Ole Kristian Selnæs,Shenzhen FC,77,10500000.0,1,3,3,1,2,62,56,63,81,63,72,70,67,78,76,67,66,72,75,66,66,53,81,69,64,71,76,56,76,51,77,71,74,70,12,13,8,12,10,66,60,75,73,72,72
1078,Oğuzhan Özyakup,Beşiktaş JK,77,10500000.0,0,4,4,0,1,79,62,50,80,72,78,83,77,77,80,70,69,86,71,79,78,72,77,63,76,69,66,72,80,76,77,60,65,64,7,10,9,15,13,69,70,79,79,62,68
1079,Loïc Rémy,LOSC Lille,77,7000000.0,0,4,3,1,1,60,79,76,70,71,74,66,51,60,74,76,72,71,75,64,77,83,64,72,71,59,48,80,71,76,78,35,24,21,9,10,15,14,12,74,77,66,73,37,68
1080,Rodolfo Pizarro,Monterrey,77,11500000.0,0,3,4,1,0,72,70,58,78,73,79,70,54,72,78,80,83,82,73,73,72,71,90,74,68,55,65,72,77,67,71,69,62,61,15,15,9,9,7,82,70,74,78,64,74
1081,Gonzalo Martínez,Atlanta United,77,11000000.0,1,4,2,2,0,74,68,32,68,74,83,78,73,68,80,90,86,90,78,85,80,53,75,61,80,48,26,75,72,80,76,47,28,30,6,9,13,12,15,88,74,71,83,34,62
1082,Ramón Ábila,Boca Juniors,77,9000000.0,0,3,4,2,0,51,80,76,64,72,69,52,48,52,76,67,68,68,74,70,83,72,68,93,57,76,19,81,51,75,72,35,23,22,16,14,15,14,15,68,75,56,71,31,82
1083,Ashley Young,Manchester United,77,4000000.0,0,4,3,1,0,77,64,60,76,69,74,85,75,64,77,73,68,72,76,76,74,55,71,66,63,85,77,67,70,60,72,72,76,74,16,10,15,16,15,70,66,74,75,73,71
1086,Tomás Rincón,Torino,77,7500000.0,0,3,3,0,1,65,45,58,78,60,76,55,52,76,77,73,64,73,76,81,77,91,86,75,72,82,80,66,72,46,74,72,82,78,12,12,11,8,12,68,59,71,76,76,80
1087,Djibril Sidibé,Everton,77,9000000.0,0,3,4,1,0,76,60,69,78,42,74,77,73,72,75,75,79,70,75,69,69,83,91,73,68,76,73,73,68,43,73,70,75,75,10,16,9,12,7,77,62,74,74,73,79
1089,Guilherme dos Santos Torres,Olympiacos CFP,77,9000000.0,0,3,4,1,1,62,58,68,78,59,68,64,68,74,75,71,68,74,76,69,82,74,79,76,68,81,76,64,73,55,74,69,76,74,9,7,12,12,10,69,65,72,71,73,78
1090,Riccardo Saponara,Genoa,77,9500000.0,0,4,4,1,0,74,64,58,79,64,82,80,70,73,84,64,71,71,68,70,71,62,65,63,66,52,30,76,79,68,74,61,34,30,5,3,5,5,3,68,67,77,80,43,61
1091,Cecilio Domínguez,Independiente,77,11500000.0,0,4,2,1,0,72,71,56,76,63,77,68,71,71,77,83,80,78,71,71,73,68,82,68,71,58,45,75,74,71,74,55,33,32,15,10,12,15,6,81,71,73,77,44,70
1092,Andrea Poli,Bologna,77,8500000.0,0,3,3,1,1,68,56,60,80,69,79,72,68,74,80,70,70,73,76,75,72,67,72,61,72,70,74,74,78,68,74,76,72,72,5,5,5,5,5,70,65,75,78,72,66
1093,Marco van Ginkel,Chelsea,77,10500000.0,0,3,4,0,0,71,76,74,82,74,75,66,69,79,80,62,65,69,74,59,79,74,66,71,76,69,62,77,76,84,83,71,73,68,7,11,13,13,14,64,77,77,75,70,70
1094,Miguel Luís Pinto Veloso,Hellas Verona,77,5000000.0,1,3,3,1,1,82,61,67,83,70,73,83,81,85,82,51,48,68,69,75,80,73,50,70,80,71,71,65,80,73,81,48,72,70,16,7,9,8,15,49,70,82,75,64,65
1095,Alan Dzagoev,PFC CSKA Moscow,77,8500000.0,0,4,3,1,0,71,70,63,74,72,75,67,75,73,81,81,69,71,75,72,76,73,71,66,71,69,71,76,81,65,78,69,71,70,11,16,12,14,10,74,72,74,76,70,68
1096,Lorenzo Tonelli,Napoli,77,7500000.0,0,2,3,0,2,40,25,74,54,33,54,38,17,54,58,67,62,70,73,79,52,80,57,71,25,85,78,23,30,35,74,79,81,79,13,11,13,11,6,64,31,44,59,79,71
1097,Fernando Marçal de Oliveira,Olympique Lyonnais,77,7000000.0,1,3,3,1,1,74,52,58,74,44,72,65,55,72,75,77,77,73,76,73,73,73,80,71,54,78,79,64,65,49,74,78,76,77,6,11,14,13,11,77,57,71,73,76,75
1098,Pontus Wernbloom,PAOK,77,4300000.0,0,3,3,0,1,57,69,84,74,53,68,54,32,72,72,48,58,51,73,52,80,55,74,84,72,85,80,74,70,66,76,72,78,79,14,9,13,13,9,54,71,66,67,77,80
1100,Giovanni Sio,Gençlerbirliği SK,77,8500000.0,1,3,4,2,0,68,77,71,73,73,76,73,69,67,76,78,85,79,71,73,77,70,78,74,74,77,18,76,73,72,72,40,18,12,15,9,10,15,16,82,76,71,76,29,75
1101,Konrad Laimer,RB Leipzig,77,12000000.0,0,3,3,1,1,72,65,66,78,60,78,70,47,73,78,79,86,76,77,73,70,69,84,68,65,75,74,70,74,54,75,70,77,76,9,12,12,13,12,83,65,73,78,73,73
1102,João Alves de Assis Silva,Nagoya Grampus,77,7000000.0,1,3,3,2,1,64,78,80,67,74,73,62,66,56,76,62,71,67,73,51,78,69,69,89,67,50,32,79,72,72,82,19,21,20,12,8,16,8,7,67,75,65,72,28,75
1103,Ashley Westwood,Burnley,77,8500000.0,0,3,3,1,1,78,53,60,80,56,71,81,75,79,77,63,58,74,77,80,76,72,83,71,60,82,76,66,78,58,78,77,76,73,10,13,13,7,8,60,60,79,74,74,76
